	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	270	-0.388828875855755	-1.44328049752247	0.00700280112044818	0.0269899626517274	0.0178141432011401	3561	tags=39%, list=18%, signal=32%	GABRG1/GABRA2/GABRA6/TRPV1/P2RX3/HTR1A/GABRB1/BDKRB2/GRM7/GNRHR/CRHR1/CALCR/TACR3/LHB/GPR50/GABRG2/GPR35/ADRA2B/PRLHR/AVPR2/P2RY4/GLP2R/PLG/CTSG/AGTR2/TACR1/HCRTR1/GABRB3/OXTR/GRIA4/CHRNB4/PRSS3/THRA/AVPR1B/CRHR2/GABRG3/GALR3/DRD4/MC2R/P2RX6/GLRB/GRIK2/PTH2R/NPBWR1/MCHR2/NPFFR2/NPY1R/GLRA2/GH2/CNR1/PTGER1/MC3R/GRIA3/GABRE/GLP1R/CCKBR/P2RY2/GRIN2D/LPAR3/GCGR/MLNR/SSTR5/CHRNB2/GRIN2B/ADRA2C/GABBR2/GRIA2/GABRA4/OPRK1/GRID1/ADRA1D/CHRM1/SCTR/LHCGR/NPY2R/HRH3/SSTR4/GABRQ/GRM3/THRB/GRIN2A/OPRD1/TAAR1/GPR156/CGA/NTSR1/DRD2/SSTR1/DRD1/GABRB2/PRLR/MC5R/VIPR1/ADRA2A/MTNR1A/PRSS1/GRID2/CHRM3/F2/HTR1D/GABRR1/PRSS2/HTR2C/GABRA3
KEGG_GLYCEROLIPID_METABOLISM	KEGG_GLYCEROLIPID_METABOLISM	KEGG_GLYCEROLIPID_METABOLISM	42	-0.499242523668096	-1.43660449004356	0.0446280991735537	0.124878121953049	0.0824231132094092	3632	tags=38%, list=19%, signal=31%	AGPAT4/ALDH1B1/LPL/LIPC/DGAT1/LIPG/DGKB/DGAT2/LIPF/GLYCTK/GPAT2/MGLL/PNLIPRP1/PNPLA3/CEL
KEGG_NITROGEN_METABOLISM	KEGG_NITROGEN_METABOLISM	KEGG_NITROGEN_METABOLISM	23	-0.570375649127556	-1.42829338614787	0.0652920962199313	0.161053837342497	0.106300114547537	1010	tags=65%, list=5%, signal=62%	GLS/CA13/GLUD2/HAL/CA14/AMT/CA12/CA3/CA8/CA7/CPS1/CA1/CA9/CA4
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	15	-0.626144735907985	-1.42138468733254	0.0650684931506849	0.161053837342497	0.106300114547537	6	tags=47%, list=0%, signal=47%	IDI1/MVD/PDSS1/PMVK/HMGCS1/HMGCS2
KEGG_LINOLEIC_ACID_METABOLISM	KEGG_LINOLEIC_ACID_METABOLISM	KEGG_LINOLEIC_ACID_METABOLISM	29	-0.525082855736748	-1.41004646473717	0.0602006688963211	0.152563338983827	0.100696144080364	2643	tags=48%, list=14%, signal=42%	CYP2C8/CYP2E1/CYP2J2/CYP2C19/CYP3A43/CYP3A5/PLA2G1B/ALOX15/PLA2G2F/PLA2G10/AKR1B10/CYP3A4/PLA2G12B
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	KEGG_GLYCOLYSIS_GLUCONEOGENESIS	KEGG_GLYCOLYSIS_GLUCONEOGENESIS	60	-0.459923138613717	-1.4033181843918	0.0365079365079365	0.107060185185185	0.0706627680311891	1978	tags=33%, list=10%, signal=30%	LDHAL6A/ALDH3B1/ALDH3B2/ALDH1B1/ACSS2/PGM1/LDHAL6B/ADH6/PGK2/ADH4/G6PC/GCK/ADH1C/ACSS1/PKLR/LDHC/FBP2/ALDOB/PCK1
KEGG_ARACHIDONIC_ACID_METABOLISM	KEGG_ARACHIDONIC_ACID_METABOLISM	KEGG_ARACHIDONIC_ACID_METABOLISM	57	-0.46310494318068	-1.39971702985667	0.048	0.128695652173913	0.0849427917620137	1436	tags=26%, list=7%, signal=24%	CYP2C19/CYP4F3/GGT7/CYP4A11/PLA2G1B/AKR1C3/ALOX15/PLA2G2F/PLA2G10/GGT1/CYP4F2/PLA2G12B/GGT6/CYP2B6
KEGG_HISTIDINE_METABOLISM	KEGG_HISTIDINE_METABOLISM	KEGG_HISTIDINE_METABOLISM	27	-0.532158490209786	-1.39743725387466	0.0767918088737201	0.182134418482541	0.120213897832005	4132	tags=52%, list=21%, signal=41%	CNDP1/HAL/LCMT2/ACY3/ALDH3B1/ALDH3B2/ALDH1B1/AMDHD1/MAOB/UROC1/MAOA/FTCD/DDC
KEGG_O_GLYCAN_BIOSYNTHESIS	KEGG_O_GLYCAN_BIOSYNTHESIS	KEGG_O_GLYCAN_BIOSYNTHESIS	26	-0.535211707817753	-1.39429773386021	0.0717948717948718	0.172494172494172	0.113851061219482	4511	tags=50%, list=23%, signal=38%	GCNT1/GALNT4/ST6GALNAC1/GALNT7/GALNT3/GALNT14/GALNT6/B3GNT6/GALNT13/GALNTL6/GALNT8/GCNT3
KEGG_FOLATE_BIOSYNTHESIS	KEGG_FOLATE_BIOSYNTHESIS	KEGG_FOLATE_BIOSYNTHESIS	10	-0.656322575767539	-1.38205259114258	0.123239436619718	0.268895348837209	0.177478580171359	15	tags=20%, list=0%, signal=20%	ALPI
KEGG_CARDIAC_MUSCLE_CONTRACTION	KEGG_CARDIAC_MUSCLE_CONTRACTION	KEGG_CARDIAC_MUSCLE_CONTRACTION	73	-0.435567803462421	-1.38015781788263	0.0443740095087163	0.124878121953049	0.0824231132094092	4249	tags=37%, list=22%, signal=29%	COX4I2/TNNT2/TPM1/CACNA2D4/ATP1A1/CACNB3/CACNB4/ACTC1/ATP1B2/CACNG1/CACNA1C/CACNB2/CACNA2D3/TNNI3/MYL3/CACNA1S/CACNA2D1/CACNA2D2/ATP1A2/TPM2/COX6B2/TNNC1/CACNA1D/COX8C/COX7B2/CACNG4
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	25	-0.537575043698127	-1.37686702781621	0.0865051903114187	0.200043252595156	0.132034237843744	197	tags=32%, list=1%, signal=32%	FUT9/GCNT2/B3GALT1/ABO/B3GALT5/FUT3/FUT6
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	23	-0.547521018663928	-1.37106247598545	0.106529209621993	0.23744462385625	0.156720206926458	3322	tags=35%, list=17%, signal=29%	SLC4A4/SLC9A3/ATP1B2/ATP1A2/SLC38A3/CA4/PCK1
KEGG_PYRUVATE_METABOLISM	KEGG_PYRUVATE_METABOLISM	KEGG_PYRUVATE_METABOLISM	39	-0.468665834203403	-1.33174560034861	0.0931780366056572	0.211001930163186	0.139267276807566	4791	tags=41%, list=25%, signal=31%	ACYP1/PDHA2/PC/LDHAL6A/ALDH1B1/ACACB/ACSS2/ACOT12/LDHD/LDHAL6B/ME1/ACSS1/PKLR/LDHC/PCK1
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	10	-0.623130447683513	-1.31215820030829	0.177816901408451	0.350438047559449	0.231299081177218	1891	tags=50%, list=10%, signal=45%	GAD2/GGT7/GGT1/GGT6
KEGG_FATTY_ACID_METABOLISM	KEGG_FATTY_ACID_METABOLISM	KEGG_FATTY_ACID_METABOLISM	42	-0.429023421168746	-1.2345442224281	0.15702479338843	0.319226228317137	0.210698392516574	5256	tags=36%, list=27%, signal=26%	ADH1A/ALDH2/EHHADH/ACADM/ACOX1/CYP4A22/ALDH1B1/CPT1C/ADH6/ACAA2/ADH4/ADH1C/CYP4A11/ACADL
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	16	-0.535321669165755	-1.23044030444778	0.207253886010363	0.391244580733848	0.258232553997874	1791	tags=75%, list=9%, signal=68%	AMACR/SCP2/AKR1D1/CYP27A1/CYP46A1/BAAT/CYP7A1/CYP8B1/CYP39A1/ACOX2/AKR1C4
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	74	-0.378501256970765	-1.20387231665494	0.178060413354531	0.350438047559449	0.231299081177218	3576	tags=34%, list=18%, signal=28%	ITGA10/DES/CACNB3/SGCG/GJA1/CACNB4/ITGA8/CACNG1/CACNA1C/CACNB2/CACNA2D3/DSG2/SGCA/ITGB6/CACNA1S/CACNA2D1/JUP/ITGA7/CACNA2D2/CTNNA3/DMD/DSC2/CACNA1D/CACNG4
KEGG_TYROSINE_METABOLISM	KEGG_TYROSINE_METABOLISM	KEGG_TYROSINE_METABOLISM	40	-0.417259230318562	-1.19639506366212	0.19376026272578	0.369542769116178	0.243908740924476	2663	tags=35%, list=14%, signal=30%	ALDH3B2/MAOB/HPD/FAH/TAT/ADH6/TH/ADH4/MAOA/ADH1C/DDC/HGD/PNMT
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	44	-0.399106805520681	-1.1591209391787	0.229641693811075	0.41650699367695	0.274906465243392	3512	tags=20%, list=18%, signal=17%	AVPR2/DYNC2H1/DYNC1I1/AVP/AQP3/CREB3L1/AQP2/CREB3L3
KEGG_GAP_JUNCTION	KEGG_GAP_JUNCTION	KEGG_GAP_JUNCTION	87	-0.35593796761469	-1.15443847380011	0.213716108452951	0.395374800637959	0.260958616637287	3475	tags=24%, list=18%, signal=20%	PRKCA/MAPK3/GUCY1A2/PDGFRA/GJA1/PDGFA/GNAI1/TUBB2A/PLCB4/TUBB2B/PLCB1/TUBB8/ADCY5/TUBA3C/EGF/TUBAL3/PRKG2/DRD2/DRD1/HTR2C
KEGG_ARGININE_AND_PROLINE_METABOLISM	KEGG_ARGININE_AND_PROLINE_METABOLISM	KEGG_ARGININE_AND_PROLINE_METABOLISM	51	-0.387887361742945	-1.150074328495	0.250403877221325	0.445429973903318	0.293996455037183	5109	tags=45%, list=26%, signal=33%	ALDH2/NAGS/P4HA2/GLUD2/GAMT/CKMT2/NOS1/GATM/ARG2/ARG1/ALDH1B1/OAT/MAOB/AGMAT/ASL/ACY1/MAOA/CPS1/CKMT1B/CKB/CKMT1A/OTC
KEGG_BUTANOATE_METABOLISM	KEGG_BUTANOATE_METABOLISM	KEGG_BUTANOATE_METABOLISM	34	-0.413105401834577	-1.14284488918027	0.27603305785124	0.472686250485611	0.311986373008995	3427	tags=32%, list=18%, signal=27%	EHHADH/OXCT2/ALDH1B1/ACSM2A/HMGCS1/BDH1/ABAT/GAD2/AKR1B10/HMGCS2
KEGG_SELENOAMINO_ACID_METABOLISM	KEGG_SELENOAMINO_ACID_METABOLISM	KEGG_SELENOAMINO_ACID_METABOLISM	25	-0.443693715366472	-1.13641296094173	0.294117647058824	0.490196078431373	0.323543357599085	907	tags=16%, list=5%, signal=15%	GGT7/GGT1/GGT6
KEGG_LONG_TERM_POTENTIATION	KEGG_LONG_TERM_POTENTIATION	KEGG_LONG_TERM_POTENTIATION	69	-0.359766688308109	-1.13083476122417	0.278301886792453	0.472686250485611	0.311986373008995	3477	tags=28%, list=18%, signal=23%	CALML3/CAMK2G/CAMK2A/PRKCA/MAPK3/PPP3CA/CACNA1C/CALML6/PLCB4/PLCB1/CAMK2B/GRIN2D/GRIN2B/GRIA2/PPP1R1A/RPS6KA6/GRIN2A/CHP2
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	69	-0.358750489041984	-1.12764059819627	0.283018867924528	0.47598627787307	0.314164484968854	2797	tags=36%, list=14%, signal=31%	C7/PLG/C8A/C8G/SERPINA1/FGG/C4BPA/MASP1/PROS1/SERPIND1/CPB2/F13B/KNG1/F12/C9/SERPINA5/FGB/C4BPB/F10/F11/F5/F2/PROC/F7
KEGG_ABC_TRANSPORTERS	KEGG_ABC_TRANSPORTERS	KEGG_ABC_TRANSPORTERS	44	-0.386638321147004	-1.12290887484546	0.278501628664495	0.472686250485611	0.311986373008995	1765	tags=34%, list=9%, signal=31%	ABCA8/ABCA12/ABCA4/ABCB5/ABCG4/ABCC2/ABCB6/ABCC6/ABCA13/CFTR/ABCG2/ABCC8/ABCG5/ABCG8
KEGG_STEROID_BIOSYNTHESIS	KEGG_STEROID_BIOSYNTHESIS	KEGG_STEROID_BIOSYNTHESIS	16	-0.488435852270558	-1.12267295233459	0.324697754749568	0.518218535568488	0.342038976534535	2497	tags=44%, list=13%, signal=38%	DHCR7/CYP51A1/TM7SF2/SQLE/SOAT2/CEL
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	83	-0.347273985008802	-1.12095759150363	0.272727272727273	0.472686250485611	0.311986373008995	3737	tags=37%, list=19%, signal=30%	CACNA2D4/ITGA10/DES/CACNB3/PRKAB1/SGCG/CACNB4/ACTC1/ITGA8/CACNG1/CACNA1C/CACNB2/CACNA2D3/TNNI3/MYL3/SGCA/ITGB6/CACNA1S/CACNA2D1/PRKAB2/ITGA7/CACNA2D2/DMD/TPM2/PRKAG3/TNNC1/MYBPC3/CACNA1D/PRKAA2/CACNG4
KEGG_PHENYLALANINE_METABOLISM	KEGG_PHENYLALANINE_METABOLISM	KEGG_PHENYLALANINE_METABOLISM	17	-0.476951461495171	-1.12093557573739	0.335628227194492	0.530694205393001	0.350273273545309	3718	tags=47%, list=19%, signal=38%	ALDH3B2/MAOB/HPD/TAT/MAOA/DDC/PAH
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	14	-0.492485682428166	-1.10856138060931	0.339655172413793	0.532510227936879	0.351471900089206	2311	tags=21%, list=12%, signal=19%	CHST4/B3GNT7
KEGG_TASTE_TRANSDUCTION	KEGG_TASTE_TRANSDUCTION	KEGG_TASTE_TRANSDUCTION	50	-0.375815998196346	-1.10835372927976	0.311074918566775	0.509281946326137	0.336140573393069	2013	tags=20%, list=10%, signal=18%	CACNA1B/KCNB1/CACNA1A/TAS1R1/TAS2R9/TAS2R13/TRPM5/SCNN1A/TAS2R38
KEGG_HEDGEHOG_SIGNALING_PATHWAY	KEGG_HEDGEHOG_SIGNALING_PATHWAY	KEGG_HEDGEHOG_SIGNALING_PATHWAY	56	-0.366431562288604	-1.10593393041833	0.302884615384615	0.500300480769231	0.330212550607287	3809	tags=29%, list=20%, signal=23%	WNT3A/BMP8B/PTCH1/WNT7A/LRP2/BMP4/WNT5A/SHH/WNT7B/BMP5/WNT11/HHIP/WNT4/IHH/BMP7
KEGG_PENTOSE_PHOSPHATE_PATHWAY	KEGG_PENTOSE_PHOSPHATE_PATHWAY	KEGG_PENTOSE_PHOSPHATE_PATHWAY	26	-0.405204789430814	-1.05561240795029	0.4	0.582677165354331	0.384583506009117	1281	tags=19%, list=7%, signal=18%	PGM1/TKTL1/FBP2/ALDOB
KEGG_LYSINE_DEGRADATION	KEGG_LYSINE_DEGRADATION	KEGG_LYSINE_DEGRADATION	39	-0.369554327362626	-1.05011356415917	0.374376039933444	0.5585448982878	0.368655523194224	3688	tags=26%, list=19%, signal=21%	ASH1L/EHHADH/AASS/OGDH/ALDH1B1/PLOD2/PIPOX/OGDHL/BBOX1
KEGG_CALCIUM_SIGNALING_PATHWAY	KEGG_CALCIUM_SIGNALING_PATHWAY	KEGG_CALCIUM_SIGNALING_PATHWAY	176	-0.294476564395434	-1.04519420327239	0.346998535871157	0.5349560761347	0.353086229482931	4840	tags=40%, list=25%, signal=30%	GRPR/ATP2B3/ATP2B1/ATP2B2/EGFR/SLC25A31/HRH1/ADORA2B/CCKAR/SLC8A3/PTGER3/BDKRB1/ADCY4/RYR3/EDNRB/PHKG1/TRPC1/MYLK/ADCY2/ATP2A3/NOS1/CALML5/ITPKA/P2RX3/ERBB4/CACNA1H/CALML3/CAMK2G/CAMK2A/PRKCA/BDKRB2/TACR3/PDE1C/PLCE1/PPP3CA/PDGFRA/GNAL/SLC25A4/CACNA1C/TACR1/OXTR/CALML6/CACNA1G/AVPR1B/CACNA1S/P2RX6/CACNA1B/PLCB4/PTGER1/CACNA1A/CCKBR/PLCB1/CAMK2B/GRIN2D/ERBB2/GNA14/ADRA1D/CHRM1/LHCGR/TNNC1/SLC8A2/GRIN2A/CACNA1D/NTSR1/DRD1/TNNC2/CHRM3/HTR2C/CHP2
KEGG_LONG_TERM_DEPRESSION	KEGG_LONG_TERM_DEPRESSION	KEGG_LONG_TERM_DEPRESSION	68	-0.332542358059426	-1.03961046305379	0.389507154213037	0.571895424836601	0.377467250532266	1870	tags=31%, list=10%, signal=28%	PLA2G2E/PRKG1/PRKCA/CRHR1/MAPK3/GUCY1A2/GNAI1/PLCB4/GNAZ/GRIA3/CACNA1A/PLCB1/GRIA2/PRKG2/PLA2G1B/CRH/PLA2G2F/PLA2G10/GRID2/PLA2G12B
KEGG_AXON_GUIDANCE	KEGG_AXON_GUIDANCE	KEGG_AXON_GUIDANCE	127	-0.293328184040045	-1.00650714728703	0.438914027149321	0.619937896234959	0.409176648439575	3103	tags=18%, list=16%, signal=15%	PPP3CA/NTN1/SEMA5A/GNAI1/SEMA6C/EPHA7/EFNA1/NFATC4/RHOD/DPYSL5/EFNB3/PLXNB3/ABLIM2/PAK6/NGEF/ROBO2/EPHA8/EPHB1/EFNA2/SEMA3E/SEMA6A/CHP2
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	33	-0.366181334085753	-1.0051376748504	0.438983050847458	0.619937896234959	0.409176648439575	570	tags=12%, list=3%, signal=12%	FBP2/AKR1B10/ALDOB
